ID,Name,Pronoun,Birthday,Weight,ZipCode,SqFt,Pets,Water,Shoes,Commute,NumKids,Exercise,Beverage
100887,Thomas Bland - teacher,they,2003-01-25,183.08,07770,1755,"bird,dog,bird",117.52,4,3.72,2,None,Coffee
100888,Sharon Marshall - assistant manager,she,1992-11-28,193.73,08161,2323,"dog,bird,fish,cat,dog,lizard",39.84,10,15.05,1,None,Coffee
100889,Abigail Cisneros - physician,she,1953-07-13,174.19,03977,2285,"cat,lizard",114.84,1,17.97,2,High,Cocoa
100890,Damon Rushing - trucker,he,1995-05-07,173.08,00221,2538,,81.05,8,19.05,1,Low,Tea
100891,Kristine Amador - assistant manager,they,1925-09-23,172.43,03977,2178,"cat,fish",116.35,4,6.31,1,High,Tea
100892,Jimmy Thompson - sales associate,he,1990-10-25,165.0,00221,2657,hamster,28.98,14,12.79,2,High,Tea
100893,John Crockett - sales associate,he,1936-06-12,197.38,03977,1352,dog,95.14,10,27.7,2,Low,Cider
100894,Jennifer Norton - physician,she,1967-06-03,136.74,00221,2540,cat,84.27,8,8.67,1,None,Tea
100895,Roberta Nemeth - physician,she,1988-08-26,166.03,00221,2230,"dog,dog",-10.22,10,2.95,2,High,Coffee
100896,Tiffany Kshywonis - assistant manager,she,1938-07-13,165.73,00221,1810,"cat,dog,fish,dog,dog,dog",130.26,6,12.88,4,High,Tea
100897,William Alva - vice president,he,1955-01-10,172.46,00221,1090,"dog,dog,dog,lizard",146.1,13,8.62,4,None,Coffee
100898,Denny Black - sales associate,he,1945-01-05,146.71,06861,2156,"hamster,dog",107.82,11,0.8,4,High,Coffee
100899,Alease Olson - sales associate,she,2001-05-17,149.15,03977,2323,cat,140.03,6,15.27,2,Low,Tea
100900,Charles Paez - receptionist,he,1993-07-04,177.56,08161,2142,"fish,dog,bird,hamster,dog",161.41,10,14.0,4,Low,Coffee
100901,Nancy Rehrig - vice president,she,1977-11-06,155.59,03977,1801,"fish,cat,bird,cat",16.59,5,4.55,1,None,Coffee
100902,Valentin Langerman - sales associate,he,1967-06-10,187.18,08161,2232,"bird,fish",89.37,5,7.71,4,None,Coffee
100903,Walter Werner - vice president,he,1958-01-08,163.96,07770,1082,hamster,53.91,1,50.48,1,High,Coffee
100904,Lisette Rener - receptionist,she,1986-05-02,368.53,08161,1989,,129.4,0,29.22,1,High,Cocoa
100905,Kathleen Nguyen - assistant manager,she,1944-10-07,155.24,08161,2107,"bird,cat,bird,fish,bird,fish",50.92,8,71.15,1,None,Cocoa
100906,John Smith - scientist,he,1985-07-25,191.42,00221,1712,,50.5,13,20.02,2,Medium,Cocoa
100907,Matthew Gill - assistant manager,he,1975-11-02,171.74,08161,2358,"hamster,hamster,bird,fish",54.45,6,71.85,3,High,Cocoa
100908,Jay Gibbs - vice president,he,1957-12-04,187.14,02585,3409,"dog,hamster,bird,cat,fish,cat",86.8,2,8.2,1,Low,Coffee
100909,Deborah Dunfee - sales associate,she,2003-05-01,203.52,07770,3559,,45.66,5,18.8,2,Medium,Tea
100910,Tracy Mack - teacher,she,1998-07-14,173.48,00221,1808,"lizard,bird",73.09,9,31.1,5,None,Tea
100911,Louis Bernal - trucker,he,1975-08-16,192.52,06393,2072,"fish,hamster,cat,bird",155.38,6,66.5,5,High,Cocoa
100912,James Demme - scientist,he,1991-01-16,143.89,08161,1395,,49.21,5,45.9,4,High,Cider
100913,Erica Kepner - software engineer,she,1953-09-13,177.97,00221,2467,"cat,cat",49.24,6,28.17,5,Medium,Cocoa
100914,Mabel Donaldson - vice president,they,1996-01-18,186.54,06861,2166,"fish,fish,cat,bird,cat,cat",100.87,7,31.81,None,High,Coffee
100915,Robert Andress - software engineer,he,1937-07-18,239.47,06861,2368,"dog,fish,hamster,hamster,lizard,dog",79.44,10,6.53,2,High,Coffee
100916,Timothy Lind - physician,he,1962-09-10,164.34,00445,2139,"fish,bird",52.97,4,29.5,3,Medium,Cocoa
100917,Andrew Soapes - sales associate,he,1944-03-18,208.59,00221,1883,bird,109.08,9,25.22,1,Low,Cider
100918,Charles Morales - software engineer,he,1925-07-25,194.46,00221,2149,dog,116.12,8,12.25,4,High,Cider
100919,Laura Landers - vice president,she,1996-04-24,143.46,00849,4666,"fish,dog,bird,dog,bird,cat",70.93,5,60.22,3,Medium,Coffee
100920,Henry Baldwin - assistant manager,they,1955-10-05,171.76,00221,1279,dog,113.37,10,1.24,6,Low,Tea
100921,Roger Merhar - assistant manager,he,1971-07-15,165.15,04532,1622,"fish,hamster,fish,fish",34.39,0,25.26,5,Medium,Tea
100922,Christina White - assistant manager,she,1970-11-17,141.6,07770,3342,,117.27,8,17.8,4,Low,Cocoa
100923,Paige Nunez - receptionist,they,2000-05-03,202.77,00221,2038,"cat,cat",141.06,7,43.47,1,None,Tea
100924,Rosa Smith - teacher,she,2005-06-20,197.07,04532,1569,,122.63,6,55.81,1,None,Cocoa
100925,Robert Killion - trucker,they,1991-01-06,213.55,06861,2120,cat,67.9,8,10.8,2,None,Tea
100926,Wayne Adams - vice president,he,1970-05-14,366.90999999999997,07770,1522,"lizard,hamster,dog",86.86,9,25.73,3,Low,Cocoa
100927,David Smith - assistant manager,he,1939-07-26,195.58,08161,1811,"hamster,dog",12.56,13,14.5,1,None,Cocoa
100928,Mabel Teel - software engineer,she,1929-04-08,169.86,02585,6494,,69.73,16,18.42,1,High,Cocoa
100929,Louise Camden - software engineer,they,1985-09-11,141.12,03977,1869,"fish,fish",115.08,5,24.86,3,None,Cocoa
100930,Tami Johnson - sales associate,she,1945-10-25,144.35,00221,1818,,130.45,12,51.11,2,High,Cider
100931,Alfred Beaver - assistant manager,he,1934-05-17,177.59,00221,1970,,97.05,8,15.62,1,None,Cider
100932,Ofelia Fontenot - software engineer,she,1976-06-22,214.72,03977,1808,,48.37,0,38.77,6,None,Cider
100933,Don Burrington - trucker,he,1928-12-27,189.65,00445,2070,bird,76.98,4,3.29,2,Medium,Cocoa
100934,Kendal Downs - vice president,she,1972-07-13,170.15,08161,2303,"lizard,bird",140.5,1,23.14,3,High,Cocoa
100935,Edwin Bounds - sales associate,he,1972-06-27,165.74,00221,1778,"fish,cat,dog,lizard,cat,bird",92.13,8,29.43,2,High,Tea
100936,Lois Downs - physician,they,1944-09-10,156.33,00221,1362,hamster,86.22,3,35.46,4,High,Cider
100937,Susan Ashley - scientist,she,1946-07-08,137.92,00221,2118,"dog,lizard,dog,hamster,dog,dog",103.2,4,14.01,3,Low,Coffee
100938,Thomas Zaccaria - assistant manager,he,1970-01-14,205.47,00221,1530,,93.38,10,26.73,1,High,Cider
100939,Justin Thompson - trucker,he,1952-09-05,192.9,06861,2186,"dog,dog,dog,dog,cat,fish",112.21,4,17.09,2,Low,Coffee
100940,Marion Fulcher - teacher,he,1934-03-12,186.25,00445,1949,"fish,dog",72.23,10,12.07,2,Low,Cocoa
100941,Martha Beck - sales associate,she,1973-05-21,164.9,03977,1747,"dog,dog",52.99,1,2.0,2,None,Coffee
100942,Wanda Schneider - assistant manager,she,1937-10-13,160.21,00221,1484,"hamster,cat",70.24,9,41.45,4,None,Cider
100943,Brandy Osborne - vice president,she,1977-07-27,208.11,06393,2030,,98.15,2,11.41,2,High,Cocoa
100944,Marcia Essig - physician,she,1953-12-10,164.58,00221,2418,dog,88.75,6,31.59,2,None,Cider
100945,Karen Leak - sales associate,she,1968-12-26,203.65,03977,2303,"dog,cat,dog,hamster,cat,dog",106.75,1,11.03,1,Medium,Tea
100946,John Fox - receptionist,he,1952-03-06,174.95,08161,1760,"dog,fish,dog,dog,bird,dog",72.93,14,26.05,1,Low,Tea
100947,Michele Mason - physician,she,1931-06-07,187.43,04532,1677,"fish,dog,dog,fish,cat,cat",136.28,8,55.82,1,High,Cocoa
100948,Beverly Mcgee - sales associate,she,1983-05-19,171.58,00849,3015,"fish,fish,dog,dog,dog",67.52,8,24.75,3,High,Coffee
100949,Susan Cavaliero - vice president,she,1934-07-17,184.32,06393,2094,"fish,cat",111.42,4,45.91,3,Low,Cider
100950,Holly Mabry - engineer,she,2001-06-06,155.12,03977,1652,"bird,cat",111.74,10,13.98,1,High,Coffee
100951,Matthew Barnes - vice president,he,1984-10-11,220.89,00221,2241,,86.2,13,25.25,1,Low,Cocoa
100952,Judith Creamer - software engineer,she,1960-01-13,198.52,00849,2859,"bird,cat",91.97,7,58.67,4,None,Cider
100953,Naomi Anders - physician,she,1994-06-26,167.93,03977,1997,,126.13,3,9.15,2,Low,Tea
100954,William Robertson - assistant manager,they,1968-11-27,171.07,04532,1844,"fish,hamster,bird,bird,dog,dog",71.96,8,2.58,3,Medium,Coffee
100955,Fred Sollie - trucker,they,1993-05-25,194.74,00221,1813,hamster,54.03,11,36.41,1,Low,Cocoa
100956,Thomas Justice - trucker,he,1960-06-23,227.51,06861,2160,,130.14,6,5.93,2,None,Tea
100957,John Hopkins - sales associate,they,1991-03-10,133.83,03977,1805,"dog,fish,fish,bird,fish,cat",76.86,8,11.38,None,None,Coffee
100958,Lynette Shelby - software engineer,she,1968-07-28,169.57,06393,2115,"bird,cat,fish",69.57,7,14.15,4,None,Tea
100959,Betty Mclaughlin - vice president,she,1939-01-17,159.99,00221,1823,dog,139.67,2,19.07,2,Medium,Cider
100960,Mark Watkins - assistant manager,he,1986-04-11,137.27,08161,2066,,111.29,11,50.88,2,None,Cider
100961,Jean Williams - sales associate,she,1939-09-13,159.3,03977,1446,cat,55.88,9,33.24,4,Medium,Cider
100962,Stephen Sussman - trucker,he,2000-10-01,179.41,06393,2074,,97.18,3,48.79,None,None,Cocoa
100963,Barbara Porter - physician,she,1946-06-17,198.99,08161,2785,hamster,19.25,10,19.93,3,Low,Cocoa
100964,Keith Starks - vice president,he,2000-03-22,199.06,00221,2591,,127.96,6,12.41,2,High,Tea
100965,Andrew Palmer - assistant manager,they,1994-12-21,367.08,08161,2149,"hamster,lizard,dog,hamster,fish,dog",72.01,9,4.1,2,None,Coffee
100966,Ron Martin - teacher,he,1973-08-24,379.71000000000004,00221,1430,"bird,cat,dog,dog,bird,cat",121.25,9,23.25,2,Low,Tea
100967,Tina Graves - vice president,she,2001-05-18,142.12,00445,1887,dog,85.74,10,35.98,3,Medium,Cocoa
100968,Nancy Stefanatos - physician,she,1967-02-02,192.26,03977,1685,"dog,lizard",122.53,8,4.97,2,Medium,Tea
100969,Harold Febus - trucker,he,1987-07-28,228.97,04532,1675,cat,99.45,4,38.19,1,None,Cider
100970,Joel Bjorklund - sales associate,he,1975-11-04,232.59,06861,2205,bird,52.95,10,5.6,4,High,Tea
100971,Zachary Bryant - assistant manager,they,1968-01-13,136.98,06861,2192,fish,109.57,7,0.86,2,Low,Coffee
100972,Stephanie Solis - assistant manager,she,2001-02-25,198.3,08161,1164,"cat,cat,fish",118.84,7,2.48,None,High,Coffee
100973,Amy Post - teacher,they,1985-04-22,144.28,08161,1955,,136.9,6,30.28,5,None,Cider
100974,Debra Creech - assistant manager,she,1994-06-15,194.21,06861,2357,"lizard,cat,cat,hamster",52.61,8,9.2,None,High,Coffee
100975,Christian Seese - scientist,they,1931-03-25,181.24,07770,3664,,128.92,1,25.78,2,None,Cider
100976,Bertha Ardoin - scientist,she,1929-01-27,162.55,00221,2133,"bird,dog,cat",108.16,5,19.43,3,High,Cocoa
100977,Dwain Roldan - physician,he,1955-11-22,167.47,06393,2109,"bird,dog,cat,hamster",4.37,10,30.95,3,High,Cocoa
100978,John Mcclinton - assistant manager,he,1997-06-14,171.99,00221,1950,,62.48,6,16.42,1,High,Cocoa
100979,Bridget Lewis - sales associate,she,1958-02-11,152.01,00445,2493,"fish,fish,hamster,fish,fish,fish",65.95,2,57.31,1,Medium,Tea
100980,Tony Hodge - trucker,he,1999-12-16,178.76,08161,2146,"dog,cat",110.63,8,13.18,4,High,Coffee
100981,Bryan Lopez - physician,he,1948-07-18,172.75,06861,2382,"bird,lizard,cat,cat",127.44,6,12.37,2,Low,Coffee
100982,Kenneth Anderson - assistant manager,he,1972-10-06,173.37,00849,1981,,166.56,12,45.81,6,None,Cider
100983,Angela Medina - physician,she,1930-05-04,174.36,06393,2002,"dog,lizard",134.72,5,45.24,1,Medium,Cider
100984,Nathan Hayden - assistant manager,he,1990-09-11,168.92,00221,2304,dog,95.88,1,19.04,None,None,Cocoa
100985,Andrew Corona - trucker,he,1964-08-06,362.28,06861,2440,"cat,cat,dog,dog,dog",53.65,6,35.27,1,None,Tea
100986,Robert Thomas - teacher,he,1961-06-25,145.02,03977,1608,"cat,lizard,bird,hamster",14.33,10,13.68,2,None,Tea
100987,Anne Batun - vice president,she,1956-05-20,135.23,00445,1873,dog,112.36,11,14.45,1,High,Cider
100988,Doris Rosas - software engineer,she,1998-03-23,142.76,00221,1225,"dog,dog,dog,dog",108.74,6,38.02,None,Low,Tea
100989,Marvin Kovach - software engineer,he,1998-03-17,224.53,03977,2155,"bird,dog,hamster",68.29,10,26.01,2,Low,Coffee
100990,Robert Hatcher - vice president,he,1995-12-17,231.42,08161,1614,,121.11,12,34.94,2,High,Cider
100991,Keith Kight - vice president,he,1992-07-08,167.06,08161,1901,hamster,111.19,8,7.12,2,None,Tea
100992,Conrad Yokota - vice president,he,1935-04-13,177.11,04532,1531,,131.07,13,55.0,3,High,Cider
100993,Heather Grady - assistant manager,they,1995-08-26,138.58,03977,1366,,80.59,5,33.15,3,Medium,Cider
100994,Patria Walker - assistant manager,she,1976-04-04,152.62,07770,3335,"cat,bird",71.85,11,12.87,2,Medium,Coffee
100995,James Irwin - general manager,they,1999-09-05,160.07,04532,1769,dog,110.43,6,28.84,5,Medium,Cocoa
100996,Nancy Souza - vice president,she,1978-11-13,195.62,00221,1908,"fish,fish",31.47,4,0.17,3,High,Coffee
100997,Charles Lefebvre - physician,he,1971-01-14,180.23,06393,2054,,60.51,11,24.25,3,None,Cider
100998,Ronald Ford - software engineer,he,1994-06-03,181.11,08161,1096,dog,7.87,7,68.53,2,Medium,Coffee
100999,Michelle Blue - physician,they,1994-11-08,185.05,06861,2243,"dog,bird,fish,fish,dog,bird",-7.37,4,16.57,3,Medium,Coffee
101000,James Gray - assistant manager,he,1966-02-23,210.34,00445,2014,"dog,dog,bird,cat,bird,dog",44.33,5,5.39,3,Medium,Coffee
101001,Diane Lindquist - physician,she,1994-04-19,159.62,08161,1789,"dog,bird,dog,dog,dog,cat",78.63,7,54.24,1,None,Tea
101002,Athena Kramer - assistant manager,she,1988-06-10,181.92,06861,2271,"bird,cat,dog,dog,dog,lizard",80.99,0,18.45,2,Low,Coffee
101003,Shanna Lee - vice president,she,1997-03-21,160.5,06861,2291,"dog,cat,fish,cat,cat,lizard",117.54,8,12.55,1,None,Coffee
101004,Gloria Hollis - vice president,she,1928-04-13,137.03,00221,1339,"fish,cat,fish",31.9,16,15.48,4,Low,Cocoa
101005,Dorothy Pocai - vice president,she,1930-06-11,165.95,00221,2157,"bird,lizard,bird,lizard,fish,dog",81.25,9,38.68,5,High,Coffee
101006,Robert Donahue - physician,he,1978-06-12,190.65,07770,1658,,116.15,2,40.65,2,Low,Cider
101007,James Walker - physician,he,1955-01-10,166.42,06393,2076,"dog,bird,cat,dog,fish,hamster",157.46,11,7.78,1,Low,Coffee
101008,Myra Odom - scientist,she,1983-10-26,188.57,04532,1713,"bird,cat,hamster",138.0,4,47.61,2,None,Cocoa
101009,Bertha Santana - trucker,she,1961-03-22,153.69,00221,2259,dog,-7.64,2,19.07,3,High,Cider
101010,Dorothy Look - teacher,she,1966-06-15,133.28,08161,1845,"lizard,bird",118.7,13,34.34,1,None,Cocoa
101011,Millard Hollins - vice president,he,1958-05-26,245.83,03977,1792,,147.03,11,43.98,3,Low,Cider
101012,Darrell Nine - vice president,he,1971-04-15,177.63,00221,1341,"dog,bird,cat,cat,fish,bird",118.28,17,25.15,2,Medium,Tea
101013,Effie Cloer - scientist,she,1945-01-05,155.68,00221,1839,"cat,dog,fish,dog",-4.03,8,34.23,1,None,Cocoa
101014,Yvonne Barnard - software engineer,she,1964-07-23,177.51,03977,1139,"bird,fish",36.16,4,7.44,4,Low,Coffee
101015,Beverly Crabtree - vice president,she,1943-01-26,196.7,00221,1997,dog,91.34,16,1.97,3,High,Tea
101016,Richard Ullery - receptionist,he,1963-04-22,133.69,08161,2140,fish,35.97,11,13.15,2,Low,Cocoa
101017,Florencio Vega - sales associate,he,1993-12-06,161.99,08161,2441,,50.83,5,0.79,None,High,Coffee
101018,James Smith - assistant manager,he,1992-02-05,174.66,03977,2446,,65.15,12,21.15,1,High,Cocoa
101019,Loraine Neese - teacher,she,1965-12-23,172.17,08161,1726,"cat,bird,dog,hamster,cat,hamster",145.97,9,33.61,2,Low,Tea
101020,Viola Jason - engineer,she,2002-06-22,154.52,00221,2077,dog,2.59,5,20.58,4,Low,Tea
101021,Gary Austin - sales associate,he,1996-03-08,195.61,03977,1841,fish,144.79,7,17.31,4,High,Cocoa
101022,Abel Simpson - sales associate,he,1938-05-02,213.28,00221,2402,,64.27,8,28.37,1,High,Cider
101023,Marilyn Placha - teacher,she,2003-05-24,182.63,00221,1856,dog,123.78,12,29.5,None,Medium,Cocoa
101024,Terry Danahy - physician,he,1947-07-12,224.57,03977,2051,dog,162.08,4,33.65,2,Medium,Cider
101025,Gregory Hemmings - software engineer,he,1947-07-08,211.0,03977,1981,"fish,cat,hamster",131.67,0,26.1,5,Medium,Cocoa
101026,Sarah Pale - physician,they,1995-01-13,173.26,00849,3283,"dog,dog,fish,bird,dog,cat",95.38,10,5.83,4,Low,Coffee
101027,Elmer Deese - assistant manager,he,1931-07-19,135.67,06861,2220,"dog,dog,hamster,cat,bird,hamster",105.64,6,2.93,2,None,Coffee
101028,Bernice Gramm - assistant manager,she,1983-06-03,168.29,03977,1927,hamster,70.81,11,42.88,5,High,Cider
101029,Kiera Gerrior - sales associate,she,1980-10-27,187.49,07770,5647,"dog,bird,dog",76.45,4,35.52,5,None,Coffee
101030,Louise Bagley - engineer,she,1961-07-27,157.8,03977,1567,,37.65,11,22.64,2,Low,Cider
101031,Robert Roundy - vice president,he,1995-02-23,158.88,08161,1767,"cat,fish,hamster,cat,dog",54.22,11,32.34,3,None,Coffee
101032,Jason Cary - receptionist,he,1960-12-13,210.97,07770,801,,26.67,13,55.39,3,Medium,Coffee
101033,Carmen Kirkpatrick - sales associate,she,1927-03-24,162.05,00221,1530,"hamster,bird,cat",80.73,1,38.35,2,None,Cider
101034,Lyndon Allen - sales associate,he,1949-12-24,200.76,03977,1836,,92.47,6,21.54,3,High,Cider
101035,Wanda Davis - physician,she,1981-10-20,185.92,03977,1764,"cat,dog",181.12,9,18.6,1,High,Tea
101036,Sherill Buchheit - physician,she,1942-08-18,372.9,03977,1673,cat,71.71,7,61.01,4,Medium,Cider
101037,Patrina Julian - teacher,she,1985-05-19,167.19,00221,1036,"fish,dog,fish,dog,fish,dog",39.72,3,16.42,2,High,Coffee
101038,Erin Rodriquez - software engineer,she,1976-08-20,157.93,00221,2224,dog,75.96,2,7.66,1,High,Tea
101039,Pedro Wright - vice president,he,2002-03-01,168.43,03977,1139,"dog,dog",112.76,9,7.29,1,Low,Coffee
101040,Harry Mizutani - vice president,he,2001-11-07,196.44,03977,1493,"dog,cat,cat",150.4,1,41.2,2,High,Tea
101041,Sarah James - assistant manager,she,1930-06-05,171.96,03977,2376,,138.98,5,16.4,2,Low,Cider
101042,Sara Pollard - assistant manager,she,1965-11-08,191.86,03977,1716,"bird,bird,cat,bird,lizard,hamster",64.69,11,4.54,2,High,Coffee
101043,Dale Bailey - vice president,he,1955-05-21,232.25,00221,2475,"bird,dog,hamster,bird",88.31,2,28.5,2,High,Tea
101044,Wayne Beals - vice president,he,1975-03-06,148.8,07770,218,"bird,hamster,lizard,bird,dog,cat",85.15,6,15.39,2,Low,Coffee
101045,Stephanie Sorge - assistant manager,she,1970-11-03,153.27,03977,1600,"dog,fish,dog",69.17,4,14.48,1,None,Tea
101046,Antonio Son - assistant manager,he,1995-05-04,177.97,00849,3515,"dog,dog,cat",85.46,2,5.5,3,Medium,Coffee
101047,Dennis Bond - sales associate,he,1965-09-13,187.34,07770,2722,"fish,fish",130.09,0,18.95,5,Medium,Tea
101048,Travis Church - teacher,they,1994-11-04,152.45,00849,4170,"dog,cat",52.09,8,12.29,1,Low,Coffee
101049,David King - sales associate,they,1998-07-12,134.98,00221,2890,hamster,104.46,13,11.08,1,Medium,Tea
101050,Natasha Escobar - scientist,she,1971-07-11,166.11,03977,1924,,89.08,17,21.21,3,None,Cocoa
101051,Steven Bussey - physician,he,1962-03-03,208.55,00849,2647,"dog,cat",94.91,3,7.02,2,None,Coffee
101052,Laura Spears - physician,she,1961-04-25,188.38,06861,2074,"fish,cat",108.79,2,14.5,2,High,Cocoa
101053,Goldie Crom - vice president,she,1944-03-11,147.4,00221,1802,"bird,dog",48.46,5,33.77,None,None,Cider
101054,Kathryn Delcid - sales associate,she,2005-10-04,160.72,00849,3323,bird,137.04,4,9.63,1,None,Coffee
101055,Timothy Sarris - teacher,he,1948-04-09,235.81,06861,1961,"dog,dog",46.21,5,48.59,3,Low,Cider
101056,Pamela Saenz - scientist,she,2000-10-20,177.52,00849,2756,dog,85.33,11,46.26,3,High,Cocoa
101057,Wm Thomas - teacher,he,1934-11-03,150.88,00849,3432,"hamster,bird,cat,bird,dog,bird",63.21,11,19.28,None,High,Coffee
101058,Kevin Dougherty - assistant manager,he,1999-11-20,174.07,00221,2160,,95.58,9,35.88,2,Low,Cocoa
101059,Kelly Coughlin - general manager,she,1978-08-03,159.3,06861,2489,fish,1.49,13,70.17,3,None,Cider
101060,Heidi Dunn - physician,she,1978-12-06,167.15,00221,1539,"lizard,bird,bird",41.72,22,8.25,4,Medium,Coffee
101061,Michael Roy - teacher,they,1985-08-21,133.48,00221,1493,,151.54,6,43.97,1,None,Cider
101062,Shira Alford - vice president,she,1936-11-03,150.64,00221,1944,,94.64,4,6.1,2,Medium,Cocoa
101063,Imogene Fuller - sales associate,she,1986-08-23,150.69,00445,1714,,68.1,13,32.25,6,High,Cider
101064,Aubrey Rivera - physician,he,1963-08-13,157.27,00849,3333,"fish,hamster,lizard,dog,fish,dog",148.36,14,22.14,3,None,Coffee
101065,Marilyn Fleming - software engineer,she,1936-07-25,162.69,03977,1930,,47.13,6,13.39,2,Medium,Cider
101066,Roberto Dustman - sales associate,he,1984-10-26,151.99,00221,1590,dog,48.26,3,19.09,2,None,Cocoa
101067,Larry Gibson - trucker,he,1962-02-18,222.58,00849,2917,"cat,hamster,dog,bird",51.85,10,12.81,3,None,Coffee
101068,Donna Quick - trucker,she,1970-06-15,197.41,00221,1827,,30.88,6,68.45,3,None,Cider
101069,Veronica Schrader - trucker,she,1966-06-20,171.68,07770,2957,hamster,96.86,11,11.09,None,Medium,Cocoa
101070,Erin Daugherty - assistant manager,he,1929-12-28,176.48,08161,2397,"bird,dog,dog,bird,fish,bird",124.98,1,59.84,4,Low,Cocoa
101071,Tomasa Graham - physician,she,1955-01-15,187.6,03977,2043,dog,43.52,2,29.35,2,Medium,Cider
101072,Darlene Cobb - vice president,she,1960-02-26,134.58,03977,1686,"fish,cat,bird,dog,fish",66.31,6,29.09,None,Low,Tea
101073,Adam Walker - assistant manager,he,1987-11-21,207.93,00849,2937,"dog,dog,dog,dog",83.07,8,33.53,1,High,Coffee
101074,Andrea Holt - physician,they,1939-04-18,188.58,03977,2167,,42.51,9,38.36,2,High,Cider
101075,Jerry Charan - engineer,they,1951-11-23,145.46,03977,2234,"cat,dog",36.63,6,21.81,2,None,Cocoa
101076,Kristin Kelleher - assistant manager,she,1952-09-26,376.19,00221,2164,lizard,121.78,9,4.79,2,Medium,Tea
101077,Evelyn Shellenbarger - teacher,she,1929-10-17,163.69,06393,2073,"dog,lizard,fish",41.89,2,24.5,None,None,Cocoa
101078,Patricia Barnhart - vice president,she,1960-05-26,185.84,00221,1966,fish,19.6,3,3.88,2,None,Tea
101079,Timothy Guimond - vice president,he,1928-12-09,224.41,00221,2447,"fish,dog,bird,cat,fish,dog",67.17,8,32.37,4,None,Tea
101080,Katherine Reeves - teacher,she,1981-10-04,164.26,03977,2283,,106.33,2,60.5,3,High,Cider
101081,Angela Lough - software engineer,she,2003-03-13,158.43,03977,1553,"hamster,dog",137.83,15,39.39,None,None,Tea
101082,Randall Arellano - physician,he,1999-01-20,214.94,03977,1690,,65.16,4,40.07,1,High,Cocoa
101083,Sharon Locke - sales associate,she,1971-10-19,141.25,00221,2203,"dog,fish",110.01,5,0.63,2,None,Coffee
101084,Denise Sims - physician,she,1945-08-17,161.5,06393,2168,,98.85,5,37.15,4,None,Cider
101085,Lester Moniz - vice president,he,1963-05-22,180.68,00221,1924,,62.68,7,1.11,2,Medium,Tea
101086,Stuart Gibson - trucker,he,1971-04-28,234.52,03977,1761,"fish,fish,dog,cat,dog,cat",80.17,3,29.28,None,Low,Tea
101087,Shirley Lapage - assistant manager,she,2003-11-05,175.91,06393,2062,,46.88,7,4.13,2,Medium,Coffee
101088,Albert Chapman - teacher,he,1965-04-07,193.7,00445,2165,dog,5.97,11,17.13,3,None,Cocoa
101089,Teresa Barker - software engineer,she,1941-06-23,156.67,00221,1602,"cat,cat,dog",105.47,6,31.02,2,Medium,Cocoa
101090,Kimberly Campbell - physician,she,1942-12-11,151.87,08161,1898,,105.77,7,14.67,1,None,Cider
101091,Michael Williams - assistant manager,he,1972-06-13,189.78,08161,1813,"dog,fish,dog,cat",83.78,3,8.86,5,High,Coffee
101092,Debbie Powell - sales associate,they,2004-08-18,134.87,03977,2058,dog,88.04,12,1.57,3,None,Coffee
101093,Maria Richey - trucker,they,2000-11-22,191.86,03977,2045,dog,108.68,5,11.23,3,High,Tea
101094,Lilian Raines - physician,she,1955-09-23,172.44,04532,1669,,90.72,6,45.03,2,High,Cider
101095,Donald Cruz - teacher,he,1943-02-08,186.13,06861,2328,"dog,dog,fish,cat,cat,cat",12.9,5,42.54,3,None,Tea
101096,Louis Alvarez - assistant manager,he,1992-02-20,347.40999999999997,00849,3627,,98.52,13,37.03,3,High,Cocoa
101097,Gary Fresh - vice president,he,1948-04-07,172.57,02585,1148,"bird,hamster",118.63,17,1.35,2,Medium,Coffee
101098,Robert Scott - sales associate,he,1990-11-13,145.09,00221,2813,,122.97,8,41.1,2,None,Cocoa
101099,Dorothea East - physician,she,1979-11-21,202.08,08161,2625,"dog,hamster,fish,lizard,cat,bird",15.39,1,49.72,2,High,Tea
101100,Dianna Taylor - physician,she,1973-08-16,212.98,08161,1708,"dog,cat,hamster,dog,cat,dog",90.8,15,3.91,2,High,Coffee
101101,Bradley Stein - assistant manager,he,1933-03-04,180.62,00221,1481,,57.42,7,62.28,3,High,Cider
101102,Dahlia Moore - teacher,they,1972-06-25,134.75,00221,2412,,60.25,10,13.53,2,Low,Cocoa
101103,Michael King - vice president,he,1960-03-20,171.19,00221,2163,"bird,dog",12.6,13,21.24,1,High,Cocoa
101104,Betty Shanks - teacher,they,1939-05-07,136.96,00849,3230,,65.47,12,9.97,None,None,Cocoa
101105,George Walter - physician,he,1952-02-17,209.6,00221,1913,dog,142.65,5,37.94,3,None,Cider
101106,John Mcknight - physician,he,2002-06-02,139.08,00221,1419,"cat,fish",71.42,10,40.72,1,Low,Cocoa
101107,Cecil Wagner - sales associate,he,1974-08-09,189.55,00221,2153,,48.12,11,20.56,2,None,Cocoa
101108,Larry Thomas - general manager,he,2002-10-26,193.68,06393,2028,"bird,fish,dog,dog,cat",41.58,12,33.3,6,High,Tea
101109,Kenneth Venegas - teacher,he,1996-09-23,188.38,04532,1707,"fish,cat,bird,bird",90.13,12,19.98,1,Medium,Coffee
101110,Christy Rinck - trucker,she,1940-07-16,154.88,00221,1913,hamster,57.36,5,34.8,3,High,Cider
